Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	clinic.grade	common_name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	embryo	embryoday	ENA-FIRST-PUBLIC (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	Experiment	external_id	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	create_date	version	Sample Name	Sample_name	scientific_name	SRA Study	Stage	Submitter_Id	blastodissectionside
ERR3013550	RNA-Seq	50	188574000	PRJEB30442	SAMEA5187898	99406542	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B26	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016002	SAMEA5187898	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:15:00Z	1	SAMEA5187898	B26C7	Homo sapiens	ERP112896	B4	B26C7	emb.
ERR3013551	RNA-Seq	50	19867650	PRJEB30442	SAMEA5187899	10653240	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B26	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016003	SAMEA5187899	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:13:00Z	1	SAMEA5187899	B26C8	Homo sapiens	ERP112896	B4	B26C8	emb.
ERR3013552	RNA-Seq	50	137886850	PRJEB30442	SAMEA5187900	72634989	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B26	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016004	SAMEA5187900	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:14:00Z	1	SAMEA5187900	B26C9	Homo sapiens	ERP112896	B4	B26C9	emb.
ERR3013553	RNA-Seq	50	118221800	PRJEB30442	SAMEA5187901	61813194	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B26	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016005	SAMEA5187901	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:14:00Z	1	SAMEA5187901	B26C10	Homo sapiens	ERP112896	B4	B26C10	emb.
ERR3013554	RNA-Seq	50	149121300	PRJEB30442	SAMEA5187902	76576537	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B26	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016006	SAMEA5187902	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:14:00Z	1	SAMEA5187902	B26C11	Homo sapiens	ERP112896	B4	B26C11	emb.
ERR3013555	RNA-Seq	50	146115950	PRJEB30442	SAMEA5187903	76503267	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B26	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016007	SAMEA5187903	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:14:00Z	1	SAMEA5187903	B26C12	Homo sapiens	ERP112896	B4	B26C12	emb.
ERR3013556	RNA-Seq	50	96793550	PRJEB30442	SAMEA5187904	49147177	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B26	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016008	SAMEA5187904	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:14:00Z	1	SAMEA5187904	B26C13	Homo sapiens	ERP112896	B4	B26C13	emb.
ERR3013557	RNA-Seq	50	201260900	PRJEB30442	SAMEA5187905	106763722	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B26	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016009	SAMEA5187905	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:15:00Z	1	SAMEA5187905	B26C14	Homo sapiens	ERP112896	B4	B26C14	emb.
ERR3013558	RNA-Seq	50	198473050	PRJEB30442	SAMEA5187906	104654290	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B26	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016010	SAMEA5187906	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:15:00Z	1	SAMEA5187906	B26C15	Homo sapiens	ERP112896	B4	B26C15	emb.
ERR3013559	RNA-Seq	50	31651650	PRJEB30442	SAMEA5187907	16329694	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B26	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016011	SAMEA5187907	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:14:00Z	1	SAMEA5187907	B26C16	Homo sapiens	ERP112896	B4	B26C16	emb.
ERR3013560	RNA-Seq	50	95303300	PRJEB30442	SAMEA5187908	49872908	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B20	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016012	SAMEA5187908	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:14:00Z	1	SAMEA5187908	B20C1	Homo sapiens	ERP112896	B4	B20C1	emb.
ERR3013561	RNA-Seq	50	106467400	PRJEB30442	SAMEA5187909	56475545	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B20	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016013	SAMEA5187909	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:14:00Z	1	SAMEA5187909	B20C2	Homo sapiens	ERP112896	B4	B20C2	emb.
ERR3013562	RNA-Seq	50	357325100	PRJEB30442	SAMEA5187910	189822129	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B20	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016014	SAMEA5187910	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:16:00Z	1	SAMEA5187910	B20C3	Homo sapiens	ERP112896	B4	B20C3	emb.
ERR3013563	RNA-Seq	50	146102900	PRJEB30442	SAMEA5187911	76677675	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B20	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016015	SAMEA5187911	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:14:00Z	1	SAMEA5187911	B20C4	Homo sapiens	ERP112896	B4	B20C4	emb.
ERR3013564	RNA-Seq	50	185233950	PRJEB30442	SAMEA5187912	96900410	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B20	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016016	SAMEA5187912	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:15:00Z	1	SAMEA5187912	B20C5	Homo sapiens	ERP112896	B4	B20C5	emb.
ERR3013565	RNA-Seq	50	180192850	PRJEB30442	SAMEA5187913	95576419	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B20	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016017	SAMEA5187913	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:15:00Z	1	SAMEA5187913	B20C6	Homo sapiens	ERP112896	B4	B20C6	emb.
ERR3013566	RNA-Seq	50	170448400	PRJEB30442	SAMEA5187914	89507727	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B20	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016018	SAMEA5187914	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:15:00Z	1	SAMEA5187914	B20C7	Homo sapiens	ERP112896	B4	B20C7	emb.
ERR3013567	RNA-Seq	50	40735900	PRJEB30442	SAMEA5187915	21797764	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B20	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016019	SAMEA5187915	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:14:00Z	1	SAMEA5187915	B20C8	Homo sapiens	ERP112896	B4	B20C8	emb.
ERR3013568	RNA-Seq	50	50740550	PRJEB30442	SAMEA5187916	25843653	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B20	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016020	SAMEA5187916	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:14:00Z	1	SAMEA5187916	B20C9	Homo sapiens	ERP112896	B4	B20C9	emb.
ERR3013569	RNA-Seq	50	215584150	PRJEB30442	SAMEA5187917	114641716	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B20	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016021	SAMEA5187917	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:16:00Z	1	SAMEA5187917	B20C10	Homo sapiens	ERP112896	B4	B20C10	emb.
ERR3013570	RNA-Seq	50	391011500	PRJEB30442	SAMEA5187918	207306832	INSERM UMR 1064	B4AA	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B20	6	05/01/2021	2021-01-05T04:23:34Z	18/12/2018	2018-12-18T19:20:51Z	ERX3016022	SAMEA5187918	INSERM UMR 1064	2021-01-05T04:23:34Z	2018-12-18T19:20:51Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T11:16:00Z	1	SAMEA5187918	B20C11	Homo sapiens	ERP112896	B4	B20C11	emb.
ERR3013650	RNA-Seq	50	45219850	PRJEB30442	SAMEA5187998	20281177	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016102	SAMEA5187998	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:05:00Z	1	SAMEA5187998	B38C01	Homo sapiens	ERP112896	B4	B38C01	emb.
ERR3013651	RNA-Seq	50	35856000	PRJEB30442	SAMEA5187999	16111767	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016103	SAMEA5187999	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5187999	B38C02	Homo sapiens	ERP112896	B4	B38C02	emb.
ERR3013652	RNA-Seq	50	33612200	PRJEB30442	SAMEA5188000	15171732	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016104	SAMEA5188000	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188000	B38C03	Homo sapiens	ERP112896	B4	B38C03	emb.
ERR3013653	RNA-Seq	50	30754550	PRJEB30442	SAMEA5188001	13777656	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016105	SAMEA5188001	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188001	B38C04	Homo sapiens	ERP112896	B4	B38C04	emb.
ERR3013654	RNA-Seq	50	63906550	PRJEB30442	SAMEA5188002	28777681	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016106	SAMEA5188002	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188002	B38C05	Homo sapiens	ERP112896	B4	B38C05	emb.
ERR3013655	RNA-Seq	50	36134650	PRJEB30442	SAMEA5188003	16208607	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016107	SAMEA5188003	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:05:00Z	1	SAMEA5188003	B38C06	Homo sapiens	ERP112896	B4	B38C06	emb.
ERR3013656	RNA-Seq	50	63154800	PRJEB30442	SAMEA5188004	28122218	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016108	SAMEA5188004	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188004	B38C07	Homo sapiens	ERP112896	B4	B38C07	emb.
ERR3013657	RNA-Seq	50	27749150	PRJEB30442	SAMEA5188005	12496196	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016109	SAMEA5188005	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188005	B38C08	Homo sapiens	ERP112896	B4	B38C08	emb.
ERR3013658	RNA-Seq	50	61954250	PRJEB30442	SAMEA5188006	27346962	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016110	SAMEA5188006	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188006	B38C09	Homo sapiens	ERP112896	B4	B38C09	emb.
ERR3013659	RNA-Seq	50	173288250	PRJEB30442	SAMEA5188007	76988051	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016111	SAMEA5188007	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188007	B38C10	Homo sapiens	ERP112896	B4	B38C10	emb.
ERR3013660	RNA-Seq	50	46708000	PRJEB30442	SAMEA5188008	20140747	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016112	SAMEA5188008	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188008	B38C11	Homo sapiens	ERP112896	B4	B38C11	emb.
ERR3013661	RNA-Seq	50	31175050	PRJEB30442	SAMEA5188009	13465988	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016113	SAMEA5188009	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188009	B38C12	Homo sapiens	ERP112896	B4	B38C12	emb.
ERR3013662	RNA-Seq	50	33606700	PRJEB30442	SAMEA5188010	14550309	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016114	SAMEA5188010	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:05:00Z	1	SAMEA5188010	B38C13	Homo sapiens	ERP112896	B4	B38C13	emb.
ERR3013663	RNA-Seq	50	64839850	PRJEB30442	SAMEA5188011	28877998	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016115	SAMEA5188011	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188011	B38C14	Homo sapiens	ERP112896	B4	B38C14	emb.
ERR3013664	RNA-Seq	50	102993200	PRJEB30442	SAMEA5188012	45798818	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016116	SAMEA5188012	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188012	B38C15	Homo sapiens	ERP112896	B4	B38C15	emb.
ERR3013665	RNA-Seq	50	195736650	PRJEB30442	SAMEA5188013	87010838	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016117	SAMEA5188013	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188013	B38C16	Homo sapiens	ERP112896	B4	B38C16	emb.
