Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	clinic.grade	common_name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	embryo	embryoday	ENA-FIRST-PUBLIC (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	Experiment	external_id	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	create_date	version	Sample Name	Sample_name	scientific_name	SRA Study	Stage	Submitter_Id	blastodissectionside
ERR3013666	RNA-Seq	50	27359600	PRJEB30442	SAMEA5188014	11887811	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016118	SAMEA5188014	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188014	B38C17	Homo sapiens	ERP112896	B4	B38C17	emb.
ERR3013667	RNA-Seq	50	182400100	PRJEB30442	SAMEA5188015	80832630	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016119	SAMEA5188015	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188015	B38C18	Homo sapiens	ERP112896	B4	B38C18	emb.
ERR3013668	RNA-Seq	50	44000250	PRJEB30442	SAMEA5188016	18997611	INSERM UMR 1064	B4CC	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B38	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:52Z	ERX3016120	SAMEA5188016	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:52Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:05:00Z	1	SAMEA5188016	B38C24	Homo sapiens	ERP112896	B4	B38C24	emb.
ERR3013669	RNA-Seq	50	17135550	PRJEB30442	SAMEA5188017	7638761	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B41	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016121	SAMEA5188017	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188017	B41T01	Homo sapiens	ERP112896	B4	B41T01	abemb.
ERR3013670	RNA-Seq	50	88543800	PRJEB30442	SAMEA5188018	40093139	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B41	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016122	SAMEA5188018	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188018	B41T05	Homo sapiens	ERP112896	B4	B41T05	abemb.
ERR3013671	RNA-Seq	50	109390450	PRJEB30442	SAMEA5188019	48235536	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B41	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016123	SAMEA5188019	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188019	B41T06	Homo sapiens	ERP112896	B4	B41T06	abemb.
ERR3013672	RNA-Seq	50	194983300	PRJEB30442	SAMEA5188020	87008023	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B41	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016124	SAMEA5188020	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:08:00Z	1	SAMEA5188020	B41T07	Homo sapiens	ERP112896	B4	B41T07	abemb.
ERR3013673	RNA-Seq	50	29790100	PRJEB30442	SAMEA5188021	12862856	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B41	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016125	SAMEA5188021	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188021	B41T10	Homo sapiens	ERP112896	B4	B41T10	abemb.
ERR3013674	RNA-Seq	50	54601400	PRJEB30442	SAMEA5188022	24150064	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B41	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016126	SAMEA5188022	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:05:00Z	1	SAMEA5188022	B41T11	Homo sapiens	ERP112896	B4	B41T11	abemb.
ERR3013684	RNA-Seq	50	99468050	PRJEB30442	SAMEA5188032	44245712	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016136	SAMEA5188032	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188032	B48C01	Homo sapiens	ERP112896	B4	B48C01	emb.
ERR3013685	RNA-Seq	50	104285550	PRJEB30442	SAMEA5188033	46285735	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016137	SAMEA5188033	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188033	B48C02	Homo sapiens	ERP112896	B4	B48C02	emb.
ERR3013686	RNA-Seq	50	119794500	PRJEB30442	SAMEA5188034	53607219	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016138	SAMEA5188034	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:07:00Z	1	SAMEA5188034	B48C03	Homo sapiens	ERP112896	B4	B48C03	emb.
ERR3013687	RNA-Seq	50	54772000	PRJEB30442	SAMEA5188035	24488429	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016139	SAMEA5188035	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188035	B48C04	Homo sapiens	ERP112896	B4	B48C04	emb.
ERR3013688	RNA-Seq	50	61896900	PRJEB30442	SAMEA5188036	27509079	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016140	SAMEA5188036	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:07:00Z	1	SAMEA5188036	B48C05	Homo sapiens	ERP112896	B4	B48C05	emb.
ERR3013689	RNA-Seq	50	179809350	PRJEB30442	SAMEA5188037	80000710	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016141	SAMEA5188037	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188037	B48C06	Homo sapiens	ERP112896	B4	B48C06	emb.
ERR3013690	RNA-Seq	50	94761750	PRJEB30442	SAMEA5188038	42268635	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016142	SAMEA5188038	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188038	B48C07	Homo sapiens	ERP112896	B4	B48C07	emb.
ERR3013691	RNA-Seq	50	62089950	PRJEB30442	SAMEA5188039	27818182	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016143	SAMEA5188039	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:07:00Z	1	SAMEA5188039	B48C08	Homo sapiens	ERP112896	B4	B48C08	emb.
ERR3013692	RNA-Seq	50	92961200	PRJEB30442	SAMEA5188040	41328536	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016144	SAMEA5188040	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188040	B48C09	Homo sapiens	ERP112896	B4	B48C09	emb.
ERR3013693	RNA-Seq	50	55413150	PRJEB30442	SAMEA5188041	24505170	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016145	SAMEA5188041	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:05:00Z	1	SAMEA5188041	B48C10	Homo sapiens	ERP112896	B4	B48C10	emb.
ERR3013694	RNA-Seq	50	67831450	PRJEB30442	SAMEA5188042	30190366	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016146	SAMEA5188042	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188042	B48C13	Homo sapiens	ERP112896	B4	B48C13	emb.
ERR3013695	RNA-Seq	50	45770400	PRJEB30442	SAMEA5188043	20382596	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016147	SAMEA5188043	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188043	B48C14	Homo sapiens	ERP112896	B4	B48C14	emb.
ERR3013696	RNA-Seq	50	83988950	PRJEB30442	SAMEA5188044	37381389	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016148	SAMEA5188044	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:07:00Z	1	SAMEA5188044	B48C15	Homo sapiens	ERP112896	B4	B48C15	emb.
ERR3013697	RNA-Seq	50	111842950	PRJEB30442	SAMEA5188045	49877065	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016149	SAMEA5188045	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188045	B48C16	Homo sapiens	ERP112896	B4	B48C16	emb.
ERR3013698	RNA-Seq	50	71553350	PRJEB30442	SAMEA5188046	31728985	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016150	SAMEA5188046	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188046	B48C17	Homo sapiens	ERP112896	B4	B48C17	emb.
ERR3013699	RNA-Seq	50	28441350	PRJEB30442	SAMEA5188047	12613214	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016151	SAMEA5188047	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188047	B48T01	Homo sapiens	ERP112896	B4	B48T01	abemb.
ERR3013700	RNA-Seq	50	61261900	PRJEB30442	SAMEA5188048	27151494	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016152	SAMEA5188048	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188048	B48T02	Homo sapiens	ERP112896	B4	B48T02	abemb.
ERR3013701	RNA-Seq	50	81190550	PRJEB30442	SAMEA5188049	36040799	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016153	SAMEA5188049	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:07:00Z	1	SAMEA5188049	B48T03	Homo sapiens	ERP112896	B4	B48T03	abemb.
ERR3013702	RNA-Seq	50	21894450	PRJEB30442	SAMEA5188050	9564049	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016154	SAMEA5188050	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188050	B48T04	Homo sapiens	ERP112896	B4	B48T04	abemb.
ERR3013703	RNA-Seq	50	108531200	PRJEB30442	SAMEA5188051	48093721	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B48	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016155	SAMEA5188051	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:07:00Z	1	SAMEA5188051	B48T05	Homo sapiens	ERP112896	B4	B48T05	abemb.
ERR3013704	RNA-Seq	50	47654550	PRJEB30442	SAMEA5188052	21136963	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B50	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016156	SAMEA5188052	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188052	B50C01	Homo sapiens	ERP112896	B4	B50C01	emb.
ERR3013705	RNA-Seq	50	16050150	PRJEB30442	SAMEA5188053	7008724	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B50	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016157	SAMEA5188053	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:05:00Z	1	SAMEA5188053	B50C02	Homo sapiens	ERP112896	B4	B50C02	emb.
ERR3013706	RNA-Seq	50	8825100	PRJEB30442	SAMEA5188054	3947864	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B50	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016158	SAMEA5188054	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:05:00Z	1	SAMEA5188054	B50C03	Homo sapiens	ERP112896	B4	B50C03	emb.
ERR3013707	RNA-Seq	50	10857900	PRJEB30442	SAMEA5188055	4828326	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B50	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016159	SAMEA5188055	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188055	B50C06	Homo sapiens	ERP112896	B4	B50C06	emb.
ERR3013708	RNA-Seq	50	66929650	PRJEB30442	SAMEA5188056	29735872	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B50	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016160	SAMEA5188056	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188056	B50T01	Homo sapiens	ERP112896	B4	B50T01	abemb.
ERR3013709	RNA-Seq	50	39285850	PRJEB30442	SAMEA5188057	17343970	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B50	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016161	SAMEA5188057	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:07:00Z	1	SAMEA5188057	B50T02	Homo sapiens	ERP112896	B4	B50T02	abemb.
ERR3013710	RNA-Seq	50	26617650	PRJEB30442	SAMEA5188058	11633989	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B50	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016162	SAMEA5188058	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:05:00Z	1	SAMEA5188058	B50T03	Homo sapiens	ERP112896	B4	B50T03	abemb.
ERR3013711	RNA-Seq	50	50925050	PRJEB30442	SAMEA5188059	22710206	INSERM UMR 1064	B4BB	human	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	B50	6	05/01/2021	2021-01-05T04:23:33Z	18/12/2018	2018-12-18T19:20:53Z	ERX3016163	SAMEA5188059	INSERM UMR 1064	2021-01-05T04:23:33Z	2018-12-18T19:20:53Z	public	NextSeq 500	HPD_scRNAseq_NANTES01	PAIRED	Oligo-dT	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2021-01-06T00:00:00Z	2021-01-06T12:06:00Z	1	SAMEA5188059	B50T04	Homo sapiens	ERP112896	B4	B50T04	abemb.
