Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Broker_name	Bytes	cell	Center Name	common_name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Developmental_Stage	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	Experiment	external_id	individual	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	organism_part	Organism	Platform	ReleaseDate	create_date	version	Sample Name	Sample_name	single_cell_well_quality	SRA Study	Submitter_Id	treatment	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	Scientific_Name	phenotype	ENA_first_public	ENA_last_update	inferred_pseudo-time	INSDC_center_alias	Experimental_Factor:_1000 (exp)	Experimental_Factor:_1001 (exp)	Experimental_Factor:_1002 (exp)	Experimental_Factor:_1003 (exp)	Experimental_Factor:_1004 (exp)	Experimental_Factor:_1005 (exp)	Experimental_Factor:_1006 (exp)	Experimental_Factor:_1007 (exp)	Experimental_Factor:_1008 (exp)	Experimental_Factor:_1009 (exp)	Experimental_Factor:_100 (exp)	Experimental_Factor:_1010 (exp)	Experimental_Factor:_1011 (exp)	Experimental_Factor:_1012 (exp)	Experimental_Factor:_1013 (exp)	Experimental_Factor:_1014 (exp)	Experimental_Factor:_1015 (exp)	Experimental_Factor:_1016 (exp)	Experimental_Factor:_1017 (exp)	Experimental_Factor:_1018 (exp)	Experimental_Factor:_1019 (exp)	Experimental_Factor:_101 (exp)	Experimental_Factor:_1020 (exp)	Experimental_Factor:_1021 (exp)	Experimental_Factor:_1022 (exp)	Experimental_Factor:_1023 (exp)	Experimental_Factor:_1024 (exp)	Experimental_Factor:_1025 (exp)	Experimental_Factor:_1026 (exp)	Experimental_Factor:_1027 (exp)	Experimental_Factor:_1028 (exp)	Experimental_Factor:_1029 (exp)	Experimental_Factor:_102 (exp)	Experimental_Factor:_1030 (exp)	Experimental_Factor:_1031 (exp)	Experimental_Factor:_1032 (exp)	Experimental_Factor:_1033 (exp)	Experimental_Factor:_1034 (exp)	Experimental_Factor:_1035 (exp)	Experimental_Factor:_1036 (exp)	Experimental_Factor:_1037 (exp)	Experimental_Factor:_1038 (exp)	Experimental_Factor:_1039 (exp)	Experimental_Factor:_103 (exp)	Experimental_Factor:_1040 (exp)	Experimental_Factor:_1041 (exp)	Experimental_Factor:_1042 (exp)	Experimental_Factor:_1043 (exp)	Experimental_Factor:_1044 (exp)	Experimental_Factor:_1045 (exp)	Experimental_Factor:_1046 (exp)	Experimental_Factor:_1047 (exp)	Experimental_Factor:_1048 (exp)	Experimental_Factor:_1049 (exp)	Experimental_Factor:_104 (exp)	Experimental_Factor:_1050 (exp)	Experimental_Factor:_1051 (exp)	Experimental_Factor:_1052 (exp)	Experimental_Factor:_1053 (exp)	Experimental_Factor:_1054 (exp)	Experimental_Factor:_1055 (exp)	Experimental_Factor:_1056 (exp)	Experimental_Factor:_1057 (exp)	Experimental_Factor:_1058 (exp)	Experimental_Factor:_1059 (exp)	Experimental_Factor:_105 (exp)	Experimental_Factor:_1060 (exp)	Experimental_Factor:_1061 (exp)	Experimental_Factor:_1062 (exp)	Experimental_Factor:_1063 (exp)	Experimental_Factor:_1064 (exp)	Experimental_Factor:_1065 (exp)	Experimental_Factor:_1066 (exp)	Experimental_Factor:_1067 (exp)	Experimental_Factor:_1068 (exp)	Experimental_Factor:_1069 (exp)	Experimental_Factor:_106 (exp)	Experimental_Factor:_1070 (exp)	Experimental_Factor:_1071 (exp)	Experimental_Factor:_1072 (exp)	Experimental_Factor:_1073 (exp)	Experimental_Factor:_1074 (exp)	Experimental_Factor:_1075 (exp)	Experimental_Factor:_1076 (exp)	Experimental_Factor:_1077 (exp)	Experimental_Factor:_1078 (exp)	Experimental_Factor:_1079 (exp)	Experimental_Factor:_107 (exp)	Experimental_Factor:_1080 (exp)	Experimental_Factor:_1081 (exp)	Experimental_Factor:_1082 (exp)	Experimental_Factor:_1083 (exp)	Experimental_Factor:_1084 (exp)	Experimental_Factor:_1085 (exp)	Experimental_Factor:_1086 (exp)	Experimental_Factor:_1087 (exp)	Experimental_Factor:_1088 (exp)
ERR1041614	RNA-Seq	42	348220026	PRJEB11202	SAMEA3580985	ArrayExpress	357998704	212	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121096	SAMEA3580985	E5.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:58:44Z	public	Illumina HiSeq 2000	E5.1.26	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T08:02:00Z	2	SAMEA3580985	E-MTAB-3929:E5.1.26	OK	ERP012552	E-MTAB-3929:E5.1.26	No	2016-04-06T17:01:25Z	2018-03-09T05:58:44Z	Homo sapiens																																																																																																						
ERR1041615	RNA-Seq	42	328381494	PRJEB11202	SAMEA3580986	ArrayExpress	338050208	213	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121097	SAMEA3580986	E5.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T08:07:08Z	public	Illumina HiSeq 2000	E5.1.28	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:55:00Z	2	SAMEA3580986	E-MTAB-3929:E5.1.28	OK	ERP012552	E-MTAB-3929:E5.1.28	No	2016-04-06T17:01:26Z	2018-03-09T08:07:08Z	Homo sapiens																																																																																																						
ERR1041616	RNA-Seq	42	214497486	PRJEB11202	SAMEA3580987	ArrayExpress	222817264	214	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121098	SAMEA3580987	E5.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T08:07:08Z	public	Illumina HiSeq 2000	E5.1.30	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:55:00Z	2	SAMEA3580987	E-MTAB-3929:E5.1.30	OK	ERP012552	E-MTAB-3929:E5.1.30	No	2016-04-06T17:01:26Z	2018-03-09T08:07:08Z	Homo sapiens																																																																																																						
ERR1041617	RNA-Seq	42	422052582	PRJEB11202	SAMEA3580988	ArrayExpress	428180383	215	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121099	SAMEA3580988	E5.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:48Z	public	Illumina HiSeq 2000	E5.1.31	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:55:00Z	2	SAMEA3580988	E-MTAB-3929:E5.1.31	OK	ERP012552	E-MTAB-3929:E5.1.31	No	2016-04-06T17:01:26Z	2018-03-09T07:45:48Z	Homo sapiens																																																																																																						
ERR1041618	RNA-Seq	42	421920744	PRJEB11202	SAMEA3580989	ArrayExpress	428434041	216	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121100	SAMEA3580989	E5.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:48Z	public	Illumina HiSeq 2000	E5.1.32	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:58:00Z	2	SAMEA3580989	E-MTAB-3929:E5.1.32	OK	ERP012552	E-MTAB-3929:E5.1.32	No	2016-04-06T17:01:26Z	2018-03-09T07:45:48Z	Homo sapiens																																																																																																						
ERR1041619	RNA-Seq	43	64702745	PRJEB11202	SAMEA3580990	ArrayExpress	74252070	217	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121101	SAMEA3580990	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:20:42Z	public	Illumina HiSeq 2000	E5.10.932	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-16T21:40:00Z	2	SAMEA3580990	E-MTAB-3929:E5.10.932	OK	ERP012552	E-MTAB-3929:E5.10.932	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:20:42Z	Homo sapiens																																																																																																						
ERR1041620	RNA-Seq	43	112522744	PRJEB11202	SAMEA3580991	ArrayExpress	120567250	218	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121102	SAMEA3580991	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	public	Illumina HiSeq 2000	E5.10.933	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:54:00Z	2	SAMEA3580991	E-MTAB-3929:E5.10.933	OK	ERP012552	E-MTAB-3929:E5.10.933	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	Homo sapiens																																																																																																						
ERR1041621	RNA-Seq	43	19677617	PRJEB11202	SAMEA3580992	ArrayExpress	22609093	219	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121103	SAMEA3580992	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:58:44Z	public	Illumina HiSeq 2000	E5.10.934	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:54:00Z	2	SAMEA3580992	E-MTAB-3929:E5.10.934	OK	ERP012552	E-MTAB-3929:E5.10.934	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:58:44Z	Homo sapiens																																																																																																						
ERR1041622	RNA-Seq	43	68982148	PRJEB11202	SAMEA3580993	ArrayExpress	77367263	220	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121104	SAMEA3580993	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:32:38Z	public	Illumina HiSeq 2000	E5.10.935	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:54:00Z	2	SAMEA3580993	E-MTAB-3929:E5.10.935	OK	ERP012552	E-MTAB-3929:E5.10.935	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:32:38Z	Homo sapiens																																																																																																						
ERR1041623	RNA-Seq	43	101218818	PRJEB11202	SAMEA3580994	ArrayExpress	109115008	221	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121105	SAMEA3580994	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	public	Illumina HiSeq 2000	E5.10.936	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-20T09:14:00Z	2	SAMEA3580994	E-MTAB-3929:E5.10.936	OK	ERP012552	E-MTAB-3929:E5.10.936	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	Homo sapiens																																																																																																						
ERR1041624	RNA-Seq	43	293214506	PRJEB11202	SAMEA3580995	ArrayExpress	303325950	222	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121106	SAMEA3580995	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:32:38Z	public	Illumina HiSeq 2000	E5.10.937	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T08:01:00Z	2	SAMEA3580995	E-MTAB-3929:E5.10.937	OK	ERP012552	E-MTAB-3929:E5.10.937	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:32:38Z	Homo sapiens																																																																																																						
ERR1041625	RNA-Seq	43	23582275	PRJEB11202	SAMEA3580996	ArrayExpress	25422505	223	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121107	SAMEA3580996	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:58:44Z	public	Illumina HiSeq 2000	E5.10.938	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:54:00Z	2	SAMEA3580996	E-MTAB-3929:E5.10.938	OK	ERP012552	E-MTAB-3929:E5.10.938	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:58:44Z	Homo sapiens																																																																																																						
ERR1041626	RNA-Seq	43	198159351	PRJEB11202	SAMEA3580997	ArrayExpress	207469265	224	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121108	SAMEA3580997	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:35:16Z	public	Illumina HiSeq 2000	E5.10.939	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:55:00Z	2	SAMEA3580997	E-MTAB-3929:E5.10.939	OK	ERP012552	E-MTAB-3929:E5.10.939	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:35:16Z	Homo sapiens																																																																																																						
ERR1041627	RNA-Seq	43	97105567	PRJEB11202	SAMEA3580998	ArrayExpress	102446934	225	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121109	SAMEA3580998	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:35:16Z	public	Illumina HiSeq 2000	E5.10.940	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:54:00Z	2	SAMEA3580998	E-MTAB-3929:E5.10.940	OK	ERP012552	E-MTAB-3929:E5.10.940	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:35:16Z	Homo sapiens																																																																																																						
ERR1041628	RNA-Seq	43	108645993	PRJEB11202	SAMEA3580999	ArrayExpress	114560506	226	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121110	SAMEA3580999	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	public	Illumina HiSeq 2000	E5.10.941	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:54:00Z	2	SAMEA3580999	E-MTAB-3929:E5.10.941	OK	ERP012552	E-MTAB-3929:E5.10.941	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	Homo sapiens																																																																																																						
ERR1041629	RNA-Seq	43	181082331	PRJEB11202	SAMEA3581000	ArrayExpress	192722406	227	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121111	SAMEA3581000	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	public	Illumina HiSeq 2000	E5.10.942	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:55:00Z	2	SAMEA3581000	E-MTAB-3929:E5.10.942	OK	ERP012552	E-MTAB-3929:E5.10.942	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	Homo sapiens																																																																																																						
ERR1041630	RNA-Seq	43	287898373	PRJEB11202	SAMEA3581001	ArrayExpress	296582885	228	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121112	SAMEA3581001	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:35:16Z	public	Illumina HiSeq 2000	E5.10.943	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:57:00Z	2	SAMEA3581001	E-MTAB-3929:E5.10.943	OK	ERP012552	E-MTAB-3929:E5.10.943	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:35:16Z	Homo sapiens																																																																																																						
ERR1041631	RNA-Seq	43	108053023	PRJEB11202	SAMEA3581002	ArrayExpress	119046102	229	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121113	SAMEA3581002	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:32:38Z	public	Illumina HiSeq 2000	E5.10.944	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:54:00Z	2	SAMEA3581002	E-MTAB-3929:E5.10.944	OK	ERP012552	E-MTAB-3929:E5.10.944	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:32:38Z	Homo sapiens																																																																																																						
ERR1041632	RNA-Seq	43	412462321	PRJEB11202	SAMEA3581003	ArrayExpress	400993057	230	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121114	SAMEA3581003	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	public	Illumina HiSeq 2000	E5.10.945	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-23T02:47:00Z	2	SAMEA3581003	E-MTAB-3929:E5.10.945	OK	ERP012552	E-MTAB-3929:E5.10.945	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	Homo sapiens																																																																																																						
ERR1041633	RNA-Seq	43	284321934	PRJEB11202	SAMEA3581004	ArrayExpress	282095911	231	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121115	SAMEA3581004	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:35:17Z	public	Illumina HiSeq 2000	E5.10.947	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T08:01:00Z	2	SAMEA3581004	E-MTAB-3929:E5.10.947	OK	ERP012552	E-MTAB-3929:E5.10.947	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:35:17Z	Homo sapiens																																																																																																						
ERR1041634	RNA-Seq	43	300445472	PRJEB11202	SAMEA3581005	ArrayExpress	299454401	232	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121116	SAMEA3581005	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:48:40Z	public	Illumina HiSeq 2000	E5.10.948	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T08:01:00Z	2	SAMEA3581005	E-MTAB-3929:E5.10.948	OK	ERP012552	E-MTAB-3929:E5.10.948	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:48:40Z	Homo sapiens																																																																																																						
ERR1041635	RNA-Seq	43	172363178	PRJEB11202	SAMEA3581006	ArrayExpress	175682207	233	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121117	SAMEA3581006	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:35:17Z	public	Illumina HiSeq 2000	E5.10.949	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:55:00Z	2	SAMEA3581006	E-MTAB-3929:E5.10.949	OK	ERP012552	E-MTAB-3929:E5.10.949	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:35:17Z	Homo sapiens																																																																																																						
ERR1041636	RNA-Seq	43	200156056	PRJEB11202	SAMEA3581007	ArrayExpress	204264889	234	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121118	SAMEA3581007	E5.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:35:17Z	public	Illumina HiSeq 2000	E5.10.950	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:55:00Z	2	SAMEA3581007	E-MTAB-3929:E5.10.950	OK	ERP012552	E-MTAB-3929:E5.10.950	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:35:17Z	Homo sapiens																																																																																																						
ERR1041637	RNA-Seq	43	526452612	PRJEB11202	SAMEA3581008	ArrayExpress	501385741	235	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121119	SAMEA3581008	E5.11	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T05:35:17Z	public	Illumina HiSeq 2000	E5.11.951	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T08:02:00Z	2	SAMEA3581008	E-MTAB-3929:E5.11.951	OK	ERP012552	E-MTAB-3929:E5.11.951	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T05:35:17Z	Homo sapiens																																																																																																						
ERR1041638	RNA-Seq	43	386139656	PRJEB11202	SAMEA3581009	ArrayExpress	379171474	236	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121120	SAMEA3581009	E5.11	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:42:05Z	public	Illumina HiSeq 2000	E5.11.952	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:56:00Z	2	SAMEA3581009	E-MTAB-3929:E5.11.952	OK	ERP012552	E-MTAB-3929:E5.11.952	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:42:05Z	Homo sapiens																																																																																																						
ERR1041639	RNA-Seq	43	451754001	PRJEB11202	SAMEA3581010	ArrayExpress	436948091	237	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121121	SAMEA3581010	E5.11	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:48:40Z	public	Illumina HiSeq 2000	E5.11.953	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-15T05:39:00Z	2	SAMEA3581010	E-MTAB-3929:E5.11.953	OK	ERP012552	E-MTAB-3929:E5.11.953	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:48:40Z	Homo sapiens																																																																																																						
ERR1041640	RNA-Seq	43	316713490	PRJEB11202	SAMEA3581011	ArrayExpress	311254824	238	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 5	06/04/2016	16/11/2018	ERX1121122	SAMEA3581011	E5.11	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:42:05Z	public	Illumina HiSeq 2000	E5.11.955	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T08:01:00Z	2	SAMEA3581011	E-MTAB-3929:E5.11.955	OK	ERP012552	E-MTAB-3929:E5.11.955	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:42:05Z	Homo sapiens																																																																																																						
