Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Broker_name	Bytes	cell	Center Name	common_name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Developmental_Stage	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	Experiment	external_id	individual	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism_part	Organism	Platform	ReleaseDate	create_date	version	Sample Name	Sample_name	single_cell_well_quality	SRA Study	Submitter_Id	treatment	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	scientific_name	PHENOTYPE	ENA_first_public	ENA_last_update	inferred_pseudo-time	INSDC_center_alias	Experimental_Factor:_1000 (exp)	Experimental_Factor:_1001 (exp)	Experimental_Factor:_1002 (exp)	Experimental_Factor:_1003 (exp)	Experimental_Factor:_1004 (exp)	Experimental_Factor:_1005 (exp)	Experimental_Factor:_1006 (exp)	Experimental_Factor:_1007 (exp)	Experimental_Factor:_1008 (exp)	Experimental_Factor:_1009 (exp)	Experimental_Factor:_100 (exp)	Experimental_Factor:_1010 (exp)	Experimental_Factor:_1011 (exp)	Experimental_Factor:_1012 (exp)	Experimental_Factor:_1013 (exp)	Experimental_Factor:_1014 (exp)	Experimental_Factor:_1015 (exp)	Experimental_Factor:_1016 (exp)	Experimental_Factor:_1017 (exp)	Experimental_Factor:_1018 (exp)	Experimental_Factor:_1019 (exp)	Experimental_Factor:_101 (exp)	Experimental_Factor:_1020 (exp)	Experimental_Factor:_1021 (exp)	Experimental_Factor:_1022 (exp)	Experimental_Factor:_1023 (exp)	Experimental_Factor:_1024 (exp)	Experimental_Factor:_1025 (exp)	Experimental_Factor:_1026 (exp)	Experimental_Factor:_1027 (exp)	Experimental_Factor:_1028 (exp)	Experimental_Factor:_1029 (exp)	Experimental_Factor:_102 (exp)	Experimental_Factor:_1030 (exp)	Experimental_Factor:_1031 (exp)	Experimental_Factor:_1032 (exp)	Experimental_Factor:_1033 (exp)	Experimental_Factor:_1034 (exp)	Experimental_Factor:_1035 (exp)	Experimental_Factor:_1036 (exp)	Experimental_Factor:_1037 (exp)	Experimental_Factor:_1038 (exp)	Experimental_Factor:_1039 (exp)	Experimental_Factor:_103 (exp)	Experimental_Factor:_1040 (exp)	Experimental_Factor:_1041 (exp)	Experimental_Factor:_1042 (exp)	Experimental_Factor:_1043 (exp)	Experimental_Factor:_1044 (exp)	Experimental_Factor:_1045 (exp)	Experimental_Factor:_1046 (exp)	Experimental_Factor:_1047 (exp)	Experimental_Factor:_1048 (exp)	Experimental_Factor:_1049 (exp)	Experimental_Factor:_104 (exp)	Experimental_Factor:_1050 (exp)	Experimental_Factor:_1051 (exp)	Experimental_Factor:_1052 (exp)	Experimental_Factor:_1053 (exp)	Experimental_Factor:_1054 (exp)	Experimental_Factor:_1055 (exp)	Experimental_Factor:_1056 (exp)	Experimental_Factor:_1057 (exp)	Experimental_Factor:_1058 (exp)	Experimental_Factor:_1059 (exp)	Experimental_Factor:_105 (exp)	Experimental_Factor:_1060 (exp)	Experimental_Factor:_1061 (exp)	Experimental_Factor:_1062 (exp)	Experimental_Factor:_1063 (exp)	Experimental_Factor:_1064 (exp)	Experimental_Factor:_1065 (exp)	Experimental_Factor:_1066 (exp)	Experimental_Factor:_1067 (exp)	Experimental_Factor:_1068 (exp)	Experimental_Factor:_1069 (exp)	Experimental_Factor:_106 (exp)	Experimental_Factor:_1070 (exp)	Experimental_Factor:_1071 (exp)	Experimental_Factor:_1072 (exp)	Experimental_Factor:_1073 (exp)	Experimental_Factor:_1074 (exp)	Experimental_Factor:_1075 (exp)	Experimental_Factor:_1076 (exp)	Experimental_Factor:_1077 (exp)	Experimental_Factor:_1078 (exp)	Experimental_Factor:_1079 (exp)	Experimental_Factor:_107 (exp)	Experimental_Factor:_1080 (exp)	Experimental_Factor:_1081 (exp)	Experimental_Factor:_1082 (exp)	Experimental_Factor:_1083 (exp)	Experimental_Factor:_1084 (exp)	Experimental_Factor:_1085 (exp)	Experimental_Factor:_1086 (exp)	Experimental_Factor:_1087 (exp)	Experimental_Factor:_1088 (exp)
ERR1041991	RNA-Seq	43	503390809	PRJEB11202	SAMEA3581362	ArrayExpress	507115406	589	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121473	SAMEA3581362	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	public	Illumina HiSeq 2000	E6.1.72	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:57:00Z	2	SAMEA3581362	E-MTAB-3929:E6.1.72	OK	ERP012552	E-MTAB-3929:E6.1.72	No	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	Homo sapiens																																																																																																						
ERR1041992	RNA-Seq	43	362389036	PRJEB11202	SAMEA3581363	ArrayExpress	374276216	590	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121474	SAMEA3581363	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T06:02:08Z	public	Illumina HiSeq 2000	E6.1.73	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-22T16:54:00Z	2	SAMEA3581363	E-MTAB-3929:E6.1.73	OK	ERP012552	E-MTAB-3929:E6.1.73	No	2016-04-06T17:01:25Z	2018-03-09T06:02:08Z	Homo sapiens																																																																																																						
ERR1041993	RNA-Seq	43	418543553	PRJEB11202	SAMEA3581364	ArrayExpress	421263633	591	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121475	SAMEA3581364	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T06:57:51Z	public	Illumina HiSeq 2000	E6.1.74	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-23T02:47:00Z	2	SAMEA3581364	E-MTAB-3929:E6.1.74	OK	ERP012552	E-MTAB-3929:E6.1.74	No	2016-04-06T17:01:26Z	2018-03-09T06:57:51Z	Homo sapiens																																																																																																						
ERR1041994	RNA-Seq	43	404935558	PRJEB11202	SAMEA3581365	ArrayExpress	411667993	592	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121476	SAMEA3581365	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	public	Illumina HiSeq 2000	E6.1.77	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T08:02:00Z	2	SAMEA3581365	E-MTAB-3929:E6.1.77	OK	ERP012552	E-MTAB-3929:E6.1.77	No	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	Homo sapiens																																																																																																						
ERR1041995	RNA-Seq	43	342369010	PRJEB11202	SAMEA3581366	ArrayExpress	355155838	593	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121477	SAMEA3581366	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T06:57:51Z	public	Illumina HiSeq 2000	E6.1.78	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T08:01:00Z	2	SAMEA3581366	E-MTAB-3929:E6.1.78	OK	ERP012552	E-MTAB-3929:E6.1.78	No	2016-04-06T17:01:26Z	2018-03-09T06:57:51Z	Homo sapiens																																																																																																						
ERR1041996	RNA-Seq	43	377232507	PRJEB11202	SAMEA3581367	ArrayExpress	380795817	594	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121478	SAMEA3581367	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	public	Illumina HiSeq 2000	E6.1.79	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T08:02:00Z	2	SAMEA3581367	E-MTAB-3929:E6.1.79	OK	ERP012552	E-MTAB-3929:E6.1.79	No	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	Homo sapiens																																																																																																						
ERR1041997	RNA-Seq	43	379164024	PRJEB11202	SAMEA3581368	ArrayExpress	381739916	595	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121479	SAMEA3581368	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	public	Illumina HiSeq 2000	E6.1.80	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-23T02:47:00Z	2	SAMEA3581368	E-MTAB-3929:E6.1.80	OK	ERP012552	E-MTAB-3929:E6.1.80	No	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	Homo sapiens																																																																																																						
ERR1041998	RNA-Seq	43	343717619	PRJEB11202	SAMEA3581369	ArrayExpress	348079190	596	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121480	SAMEA3581369	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T04:49:56Z	public	Illumina HiSeq 2000	E6.1.81	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-20T09:15:00Z	2	SAMEA3581369	E-MTAB-3929:E6.1.81	OK	ERP012552	E-MTAB-3929:E6.1.81	No	2016-04-06T17:01:25Z	2018-03-09T04:49:56Z	Homo sapiens																																																																																																						
ERR1041999	RNA-Seq	43	433232783	PRJEB11202	SAMEA3581370	ArrayExpress	439261825	597	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121481	SAMEA3581370	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T06:57:52Z	public	Illumina HiSeq 2000	E6.1.82	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:58:00Z	2	SAMEA3581370	E-MTAB-3929:E6.1.82	OK	ERP012552	E-MTAB-3929:E6.1.82	No	2016-04-06T17:01:26Z	2018-03-09T06:57:52Z	Homo sapiens																																																																																																						
ERR1042000	RNA-Seq	43	491487248	PRJEB11202	SAMEA3581371	ArrayExpress	492705957	598	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121482	SAMEA3581371	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	public	Illumina HiSeq 2000	E6.1.83	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:57:00Z	2	SAMEA3581371	E-MTAB-3929:E6.1.83	OK	ERP012552	E-MTAB-3929:E6.1.83	No	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	Homo sapiens																																																																																																						
ERR1042001	RNA-Seq	43	685262663	PRJEB11202	SAMEA3581372	ArrayExpress	667859928	599	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121483	SAMEA3581372	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	public	Illumina HiSeq 2000	E6.1.84	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:58:00Z	2	SAMEA3581372	E-MTAB-3929:E6.1.84	OK	ERP012552	E-MTAB-3929:E6.1.84	No	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	Homo sapiens																																																																																																						
ERR1042002	RNA-Seq	43	554030275	PRJEB11202	SAMEA3581373	ArrayExpress	545338501	600	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121484	SAMEA3581373	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	public	Illumina HiSeq 2000	E6.1.85	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:57:00Z	2	SAMEA3581373	E-MTAB-3929:E6.1.85	OK	ERP012552	E-MTAB-3929:E6.1.85	No	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	Homo sapiens																																																																																																						
ERR1042003	RNA-Seq	43	595162097	PRJEB11202	SAMEA3581374	ArrayExpress	582324682	601	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121485	SAMEA3581374	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	public	Illumina HiSeq 2000	E6.1.86	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:57:00Z	2	SAMEA3581374	E-MTAB-3929:E6.1.86	OK	ERP012552	E-MTAB-3929:E6.1.86	No	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	Homo sapiens																																																																																																						
ERR1042004	RNA-Seq	43	565780111	PRJEB11202	SAMEA3581375	ArrayExpress	557692901	602	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121486	SAMEA3581375	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	public	Illumina HiSeq 2000	E6.1.88	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-23T02:48:00Z	2	SAMEA3581375	E-MTAB-3929:E6.1.88	OK	ERP012552	E-MTAB-3929:E6.1.88	No	2016-04-06T17:01:26Z	2018-03-09T08:14:53Z	Homo sapiens																																																																																																						
ERR1042005	RNA-Seq	43	553596448	PRJEB11202	SAMEA3581376	ArrayExpress	545121156	603	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121487	SAMEA3581376	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	public	Illumina HiSeq 2000	E6.1.89	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-15T05:40:00Z	2	SAMEA3581376	E-MTAB-3929:E6.1.89	OK	ERP012552	E-MTAB-3929:E6.1.89	No	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	Homo sapiens																																																																																																						
ERR1042006	RNA-Seq	43	661860515	PRJEB11202	SAMEA3581377	ArrayExpress	643629586	604	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121488	SAMEA3581377	E6.1	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	public	Illumina HiSeq 2000	E6.1.90	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-23T02:48:00Z	2	SAMEA3581377	E-MTAB-3929:E6.1.90	OK	ERP012552	E-MTAB-3929:E6.1.90	No	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	Homo sapiens																																																																																																						
ERR1042007	RNA-Seq	43	505582820	PRJEB11202	SAMEA3581378	ArrayExpress	478331026	605	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121489	SAMEA3581378	E6.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:25Z	2018-03-09T04:49:56Z	public	Illumina HiSeq 2000	E6.10.1043	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:58:00Z	2	SAMEA3581378	E-MTAB-3929:E6.10.1043	OK	ERP012552	E-MTAB-3929:E6.10.1043	Immunosurgery	2016-04-06T17:01:25Z	2018-03-09T04:49:56Z	Homo sapiens																																																																																																						
ERR1042008	RNA-Seq	43	309352750	PRJEB11202	SAMEA3581379	ArrayExpress	315632656	606	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121490	SAMEA3581379	E6.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	public	Illumina HiSeq 2000	E6.10.1044	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T08:02:00Z	2	SAMEA3581379	E-MTAB-3929:E6.10.1044	OK	ERP012552	E-MTAB-3929:E6.10.1044	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	Homo sapiens																																																																																																						
ERR1042009	RNA-Seq	43	198783367	PRJEB11202	SAMEA3581380	ArrayExpress	196791939	607	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121491	SAMEA3581380	E6.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	public	Illumina HiSeq 2000	E6.10.1045	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:59:00Z	2	SAMEA3581380	E-MTAB-3929:E6.10.1045	OK	ERP012552	E-MTAB-3929:E6.10.1045	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	Homo sapiens																																																																																																						
ERR1042010	RNA-Seq	43	329779040	PRJEB11202	SAMEA3581381	ArrayExpress	320612687	608	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121492	SAMEA3581381	E6.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	public	Illumina HiSeq 2000	E6.10.1046	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T08:01:00Z	2	SAMEA3581381	E-MTAB-3929:E6.10.1046	OK	ERP012552	E-MTAB-3929:E6.10.1046	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	Homo sapiens																																																																																																						
ERR1042011	RNA-Seq	43	456499997	PRJEB11202	SAMEA3581382	ArrayExpress	439683741	609	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121493	SAMEA3581382	E6.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	public	Illumina HiSeq 2000	E6.10.1047	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-18T00:44:00Z	2	SAMEA3581382	E-MTAB-3929:E6.10.1047	OK	ERP012552	E-MTAB-3929:E6.10.1047	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:02:12Z	Homo sapiens																																																																																																						
ERR1042012	RNA-Seq	43	129424367	PRJEB11202	SAMEA3581383	ArrayExpress	130969235	610	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121494	SAMEA3581383	E6.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:06:36Z	public	Illumina HiSeq 2000	E6.10.1048	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:59:00Z	2	SAMEA3581383	E-MTAB-3929:E6.10.1048	OK	ERP012552	E-MTAB-3929:E6.10.1048	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:06:36Z	Homo sapiens																																																																																																						
ERR1042013	RNA-Seq	43	101359213	PRJEB11202	SAMEA3581384	ArrayExpress	102149710	611	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121495	SAMEA3581384	E6.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	public	Illumina HiSeq 2000	E6.10.1049	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:59:00Z	2	SAMEA3581384	E-MTAB-3929:E6.10.1049	OK	ERP012552	E-MTAB-3929:E6.10.1049	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	Homo sapiens																																																																																																						
ERR1042014	RNA-Seq	43	132477668	PRJEB11202	SAMEA3581385	ArrayExpress	132789654	612	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121496	SAMEA3581385	E6.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	public	Illumina HiSeq 2000	E6.10.1050	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:58:00Z	2	SAMEA3581385	E-MTAB-3929:E6.10.1050	OK	ERP012552	E-MTAB-3929:E6.10.1050	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	Homo sapiens																																																																																																						
ERR1042015	RNA-Seq	43	116934329	PRJEB11202	SAMEA3581386	ArrayExpress	116430256	613	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121497	SAMEA3581386	E6.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	public	Illumina HiSeq 2000	E6.10.1051	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2022-07-23T02:46:00Z	2	SAMEA3581386	E-MTAB-3929:E6.10.1051	OK	ERP012552	E-MTAB-3929:E6.10.1051	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	Homo sapiens																																																																																																						
ERR1042016	RNA-Seq	43	236953478	PRJEB11202	SAMEA3581387	ArrayExpress	230448996	614	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121498	SAMEA3581387	E6.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	public	Illumina HiSeq 2000	E6.10.1052	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:59:00Z	2	SAMEA3581387	E-MTAB-3929:E6.10.1052	OK	ERP012552	E-MTAB-3929:E6.10.1052	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:45:49Z	Homo sapiens																																																																																																						
ERR1042017	RNA-Seq	43	94301580	PRJEB11202	SAMEA3581388	ArrayExpress	94086760	615	Sophie Petropolous	human	public	"fastq,run.zq,sra"	"ena,gs,ncbi,s3"	"ena,gs.us-east1,ncbi.public,s3.us-east-1"	embryonic day 6	06/04/2016	16/11/2018	ERX1121499	SAMEA3581388	E6.10	"Department of Cell and Molecular Biology\, Karolinska Institutet"	2016-04-06T17:01:26Z	2018-03-09T07:06:37Z	public	Illumina HiSeq 2000	E6.10.1055	SINGLE	RANDOM	TRANSCRIPTOMIC	embryo	Homo sapiens	ILLUMINA	2016-04-09T00:00:00Z	2021-10-18T07:59:00Z	2	SAMEA3581388	E-MTAB-3929:E6.10.1055	OK	ERP012552	E-MTAB-3929:E6.10.1055	Immunosurgery	2016-04-06T17:01:26Z	2018-03-09T07:06:37Z	Homo sapiens																																																																																																						
